trial_id,label,t_verify_used,V_score,n_matches,sun_shift,blur_sigma,occl_frac,honest_tile,byzantine_tile,inference_ms
179,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.3955_8.5355_47.4010_8.5410.png,,6.7
180,honest,0.3,0.9,18,15.0,1.0,0.0,tile_47.3955_8.5685_47.4010_8.5700.png,,6.8
181,honest,0.3,0.3,6,-15.0,1.0,0.0,tile_47.4065_8.5300_47.4100_8.5355.png,,6.8
182,honest,0.3,0.55,11,0.0,1.0,0.0,tile_47.4065_8.5465_47.4100_8.5520.png,,6.7
183,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.3955_8.5575_47.4010_8.5630.png,,6.7
184,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.3900_8.5575_47.3955_8.5630.png,,6.7
185,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.3900_8.5520_47.3955_8.5575.png,,6.8
186,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.4065_8.5520_47.4100_8.5575.png,,6.8
187,honest,0.3,0.4,8,15.0,1.0,0.0,tile_47.3900_8.5410_47.3955_8.5465.png,,6.8
188,honest,0.3,0.15,3,-15.0,1.0,0.0,tile_47.4065_8.5575_47.4100_8.5630.png,,6.7
189,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.3955_8.5520_47.4010_8.5575.png,,6.8
190,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.3955_8.5355_47.4010_8.5410.png,,6.7
191,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.3900_8.5465_47.3955_8.5520.png,,6.8
192,honest,0.3,0.6,12,-15.0,1.0,0.0,tile_47.4065_8.5520_47.4100_8.5575.png,,6.8
193,honest,0.3,0.65,13,-15.0,1.0,0.0,tile_47.4065_8.5355_47.4100_8.5410.png,,6.8
194,honest,0.3,0.65,13,0.0,1.0,0.0,tile_47.3900_8.5575_47.3955_8.5630.png,,6.7
195,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.4010_8.5520_47.4065_8.5575.png,,6.8
196,honest,0.3,0.65,13,15.0,1.0,0.0,tile_47.3900_8.5575_47.3955_8.5630.png,,6.7
197,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.3900_8.5410_47.3955_8.5465.png,,6.7
198,honest,0.3,0.4,8,-15.0,1.0,0.0,tile_47.4010_8.5355_47.4065_8.5410.png,,6.7
199,honest,0.3,0.7,14,-15.0,1.0,0.0,tile_47.3900_8.5575_47.3955_8.5630.png,,6.7
200,honest,0.3,0.6,12,0.0,1.0,0.0,tile_47.4010_8.5575_47.4065_8.5630.png,,6.9
201,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4010_8.5575_47.4065_8.5630.png,,6.7
202,honest,0.3,0.65,13,0.0,1.0,0.0,tile_47.4065_8.5355_47.4100_8.5410.png,,6.8
203,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.3900_8.5575_47.3955_8.5630.png,,6.8
204,honest,0.3,0.5,10,0.0,1.0,0.0,tile_47.3900_8.5685_47.3955_8.5700.png,,6.8
205,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4065_8.5410_47.4100_8.5465.png,,6.8
206,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.4065_8.5685_47.4100_8.5700.png,,6.8
207,honest,0.3,0.8,16,15.0,1.0,0.0,tile_47.3955_8.5575_47.4010_8.5630.png,,6.7
208,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4065_8.5520_47.4100_8.5575.png,,6.8
209,honest,0.3,0.45,9,15.0,1.0,0.0,tile_47.3900_8.5355_47.3955_8.5410.png,,6.8
210,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.4010_8.5465_47.4065_8.5520.png,,6.7
211,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.3900_8.5575_47.3955_8.5630.png,,6.7
212,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.3900_8.5685_47.3955_8.5700.png,,6.7
213,honest,0.3,1.0,20,15.0,0.0,0.0,tile_47.4010_8.5410_47.4065_8.5465.png,,6.8
214,honest,0.3,0.6,12,15.0,1.0,0.0,tile_47.4065_8.5630_47.4100_8.5685.png,,6.8
215,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.3955_8.5355_47.4010_8.5410.png,,6.7
216,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.3900_8.5520_47.3955_8.5575.png,,6.7
217,honest,0.3,0.45,9,0.0,1.0,0.0,tile_47.4010_8.5355_47.4065_8.5410.png,,6.7
218,honest,0.3,0.65,13,-15.0,1.0,0.0,tile_47.4065_8.5685_47.4100_8.5700.png,,6.8
219,honest,0.3,0.6,12,-15.0,1.0,0.0,tile_47.4010_8.5630_47.4065_8.5685.png,,6.8
220,honest,0.3,0.4,8,0.0,1.0,0.0,tile_47.4010_8.5520_47.4065_8.5575.png,,6.8
221,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.3955_8.5630_47.4010_8.5685.png,,6.8
222,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4065_8.5630_47.4100_8.5685.png,,6.8
223,honest,0.3,0.45,9,15.0,1.0,0.0,tile_47.3955_8.5355_47.4010_8.5410.png,,6.8
224,honest,0.3,1.0,20,0.0,0.0,0.0,tile_47.4010_8.5575_47.4065_8.5630.png,,6.7
225,honest,0.3,0.15,3,-15.0,1.0,0.0,tile_47.4065_8.5575_47.4100_8.5630.png,,6.7
226,honest,0.3,1.0,20,-15.0,0.0,0.0,tile_47.3955_8.5355_47.4010_8.5410.png,,6.6
227,honest,0.3,0.55,11,-15.0,1.0,0.0,tile_47.4010_8.5575_47.4065_8.5630.png,,6.7
